Facility ID,Facility,Permit Type,Permit Status,Facility Town
364,LA FRASCA CIBI & VINI,Eating Establishment,Issued,HALIFAX
365,RISTORANTE A MANO,Eating Establishment,Issued,HALIFAX
366,BICYCLE THIEF (THE),Eating Establishment,Issued,HALIFAX
367,PZZA.CA-HFX,Eating Establishment,Issued,HALIFAX
368,ROYAL CANADIAN LEGION FAIRVIEW BRANCH #142,Eating Establishment,Issued,HALIFAX
369,TRIDENT BOOKSELLERS & CAFE,Eating Establishment,Issued,HALIFAX
370,CENTENNIAL ARENA,Eating Establishment,Issued,HALIFAX
371,FREE RANGE STORE,Eating Establishment,Issued,HALIFAX
372,CABIN COFFEE,Eating Establishment,Issued,HALIFAX
373,TURKISH DELIGHT KEBAB HOUSE,Eating Establishment,Issued,HALIFAX
374,ARDMORE TEA ROOM,Eating Establishment,Issued,HALIFAX
375,LAWLEY'S CAFE,Eating Establishment,Issued,HALIFAX
376,STARBUCKS COFFEE #22918,Eating Establishment,Issued,DARTMOUTH
377,Starbucks Coffee #8146,Eating Establishment,Issued,HALIFAX
378,STARBUCKS COFFEE #54266,Eating Establishment,Issued,HALIFAX
379,STARBUCKS COFFEE #52236,Eating Establishment,Issued,DARTMOUTH
380,Starbucks Coffee #4087,Eating Establishment,Issued,HALIFAX
381,STARBUCKS COFFEE # 23087,Eating Establishment,Issued,DARTMOUTH
382,Starbucks Coffee #6149,Eating Establishment,Issued,HALIFAX
383,Starbucks Coffee #11024,Eating Establishment,Issued,DARTMOUTH
384,STARBUCKS COFFEE #12465,Eating Establishment,Issued,HALIFAX
385,Starbucks Coffee #4088,Eating Establishment,Issued,HALIFAX
386,STARBUCKS COFFEE # 20568,Eating Establishment,Issued,HALIFAX
387,Starbucks Coffee #3894,Eating Establishment,Issued,DARTMOUTH
388,STARBUCKS COFFEE #52247,Eating Establishment,Issued,HALIFAX
389,STARBUCKS COFFEE # 4085,Eating Establishment,Issued,HALIFAX
390,MARY'S PLACE II CAFE,Eating Establishment,Issued,HALIFAX
391,KEE HEONG CANTONESE BAKERY,Eating Establishment,Issued,HALIFAX
392,SUBWAY,Eating Establishment,Issued,DARTMOUTH
393,SUBWAY,Eating Establishment,Issued,DARTMOUTH
394,SUBWAY,Eating Establishment,Issued,DARTMOUTH
395,SUBWAY,Eating Establishment,Issued,DARTMOUTH
396,SUBWAY,Eating Establishment,Issued,DARTMOUTH
397,PARKSIDE PUB & GRILL,Eating Establishment,Issued,DARTMOUTH
398,NOOK ON GOTTINGEN (THE),Eating Establishment,Issued,HALIFAX
399,WILLMANS FRIED FOODS LTD,Eating Establishment,Issued,HALIFAX
400,FREEMANS LITTLE NEW YORK,Eating Establishment,Issued,HALIFAX
401,WEDGEWOOD LITTLE SCHOOL,Eating Establishment,Issued,HALIFAX
402,Moxie's Classic Grill,Eating Establishment,Issued,DARTMOUTH
403,MOXIE'S GRILL/BAR - HALIFAX,Eating Establishment,Issued,HALIFAX
404,ARGYLE SUBWAY,Eating Establishment,Issued,HALIFAX
405,SUBWAY,Eating Establishment,Issued,HALIFAX
406,SUBWAY LTD.,Eating Establishment,Issued,HALIFAX
407,SUBWAY,Eating Establishment,Issued,HALIFAX
408,SUBWAY IWK,Eating Establishment,Issued,HALIFAX
409,SUBWAY (Canada Games Centre),Eating Establishment,Issued,HALIFAX
410,SUBWAY,Eating Establishment,Issued,HALIFAX
411,SUBWAY,Eating Establishment,Issued,HALIFAX
412,FENWICK SUBWAY,Eating Establishment,Issued,HALIFAX
413,SUBWAY - SCOTIA SQUARE,Eating Establishment,Issued,HALIFAX
414,SUBWAY,Eating Establishment,Issued,HALIFAX
415,SUBWAY,Eating Establishment,Issued,HALIFAX
416,PILOTS DINING ROOM & LOUNGE,Eating Establishment,Issued,DARTMOUTH
417,OLD TRIANGLE IRISH ALE HOUSE (THE),Eating Establishment,Issued,HALIFAX
418,DEE DEE'S ICE CREAM KITCHEN,Eating Establishment,Issued,HALIFAX
419,CHATIME,Eating Establishment,Issued,HALIFAX
420,MR. JB KUSINA CATERING SERVICES LTD,Eating Establishment,Issued,HALIFAX
421,BLUE ELEPHANT THAI RESTAURANT LIMITED,Eating Establishment,Issued,HALIFAX
422,Canton Garden Restaurant,Eating Establishment,Issued,HALIFAX
423,Tim Hortons,Eating Establishment,Issued,HALIFAX
424,TIM HORTON'S,Eating Establishment,Issued,HALIFAX
425,MRS FIELDS / PRETZELMAKER,Eating Establishment,Issued,DARTMOUTH
426,MID EAST FOOD CENTRE,Eating Establishment,Issued,HALIFAX
427,GINGERBREAD HAUS BAKERY LTD.,Eating Establishment,Issued,HALIFAX
428,V & E'S CONVENIENCE PLUS,Eating Establishment,Issued,HALIFAX
429,A TASTE OF INDIA,Eating Establishment,Issued,HALIFAX
430,DHABA EXPRESS RESTAURANT & TAKEAWAY,Eating Establishment,Issued,HALIFAX
431,DAIRY QUEEN,Eating Establishment,Issued,HALIFAX
432,DAIRY QUEEN/ORANGE JULIUS,Eating Establishment,Issued,HALIFAX
433,CHILDRENS GARDEN INC. (THE),Eating Establishment,Issued,HALIFAX
434,KITCHEN DOOR,Eating Establishment,Issued,DARTMOUTH
435,SNAPPY TOMATO,Eating Establishment,Issued,DARTMOUTH
436,WEE CARE DEVELOPMENTAL CENTRE,Eating Establishment,Issued,HALIFAX
437,ALLEGRO CHILD CARE CENTRE LTD.,Eating Establishment,Issued,HALIFAX
438,NEW ASIAN RESTAURANT,Eating Establishment,Issued,HALIFAX
439,BAINI'S PIZZA,Eating Establishment,Issued,DARTMOUTH
440,Dartmouth Superstore #352,Eating Establishment,Issued,DARTMOUTH
441,Young St. Superstore #354,Eating Establishment,Issued,HALIFAX
442,Bayers Lake Superstore #358,Eating Establishment,Issued,HALIFAX
443,Barrington St. Superstore #369,Eating Establishment,Issued,HALIFAX
444,Joseph Howe Superstore #379,Eating Establishment,Issued,HALIFAX
445,Braemar Superstore #380,Eating Establishment,Issued,DARTMOUTH
446,Quinpool Road Superstore #383,Eating Establishment,Issued,HALIFAX
447,ALEXANDRA'S PIZZA SPRYFIELD,Eating Establishment,Issued,HALIFAX
448,BISTRO LE COQ,Eating Establishment,Issued,HALIFAX
449,HERRING COVE JR HIGH SCHOOL CAFETERIA,Eating Establishment,Issued,HALIFAX
450,UNCLE BUCKS,Eating Establishment,Issued,HALIFAX
451,DOOSON FOOD SERVICES,Eating Establishment,Issued,HALIFAX
452,HARVEYS,Eating Establishment,Issued,HALIFAX
453,BEDFORD BASIN FARMERS MARKET,Eating Establishment,Issued,HALIFAX
454,BOARD ROOM GAME CAFE (THE),Eating Establishment,Issued,HALIFAX
455,BERKELEY HALIFAX (THE),Eating Establishment,Issued,HALIFAX
456,Little Ladybugs Child Care Center,Eating Establishment,Issued,HALIFAX
457,CIRCLE TIME FRIENDS PRESCHOOL,Eating Establishment,Issued,HALIFAX
458,MUMFORD PIZZA,Eating Establishment,Issued,HALIFAX
459,ST. JOHN'S ANGLICAIN CHURCH HALL,Eating Establishment,Issued,DARTMOUTH
460,DADA'S KITCHEN,Eating Establishment,Issued,HALIFAX
461,WATER & BONE,Eating Establishment,Issued,HALIFAX
462,JUBILEE JUNCTION CONVENIENCE,Eating Establishment,Issued,HALIFAX
463,PRESS GANG (THE),Eating Establishment,Issued,HALIFAX
464,CAFE GOODLUCK,Eating Establishment,Issued,DARTMOUTH
465,Crystal Day Nursery,Eating Establishment,Issued,DARTMOUTH
466,SHANGHAI 360,Eating Establishment,Issued,HALIFAX
467,RCR CATERING - LORD NELSON,Eating Establishment,Issued,HALIFAX
468,CUNARD EVENT CENTRE (THE),Eating Establishment,Issued,HALIFAX
469,WATERFRONT WAREHOUSE,Eating Establishment,Issued,HALIFAX
470,GATEWAY CAFE,Eating Establishment,Issued,HALIFAX
471,CUT STEAKHOUSE SHUCK SEAFOOD,Eating Establishment,Issued,HALIFAX
472,CHEF ABOD CAFE & CATERING,Eating Establishment,Issued,HALIFAX
473,FUJIYAMA RESTAURANT,Eating Establishment,Issued,HALIFAX
474,SALTYS BAR AND GRILL,Eating Establishment,Issued,HALIFAX
475,ROYAL CANADIAN LEGION,Eating Establishment,Issued,HALIFAX
476,MCKELVIE'S,Eating Establishment,Issued,HALIFAX
477,BAR KISMET,Eating Establishment,Issued,HALIFAX
478,WALMART - DARTMOUTH #3021,Eating Establishment,Issued,DARTMOUTH
479,LEMON DOGS LOCKSIDE CANTEEN,Eating Establishment,Issued,DARTMOUTH
480,PETER GREEN HALL CHILDRENS CENTRE,Eating Establishment,Issued,HALIFAX
481,SOUTHWOOD VILLA,Eating Establishment,Issued,DARTMOUTH
482,HAPPY HOLLOW PRESCHOOL,Eating Establishment,Issued,HALIFAX
483,BOSTON PIZZA,Eating Establishment,Issued,HALIFAX
484,TAIYAKI 52 JAPANESE DESSERT CAFE,Eating Establishment,Issued,HALIFAX
485,LFBAKERY,Eating Establishment,Issued,HALIFAX
486,HOP! SKIP! JUMP! INDOOR PLAY SPACE,Eating Establishment,Issued,HALIFAX
487,FRIENDS CHINESE CUISINE HOUSE,Eating Establishment,Issued,HALIFAX
488,MURPHY'S RESTAURANT,Eating Establishment,Issued,HALIFAX
489,STEAK AND STEIN RESTAURANT,Eating Establishment,Issued,DARTMOUTH
490,STEAK AND STEIN RESTAURANT,Eating Establishment,Issued,HALIFAX
491,EAST OF GRAFTON TAVERN,Eating Establishment,Issued,HALIFAX
492,NOVA SCOTIA HEALTH AUTHORITY  NUTRITION AND FOOD  SERVICES,Eating Establishment,Issued,DARTMOUTH
493,HOSPICE HALIFAX,Eating Establishment,Issued,HALIFAX
494,NOVA SCOTIA HEALTH AUTHORITY -NUTRITION AND FOOD SERVICES,Eating Establishment,Issued,DARTMOUTH
495,NOVA SCOTIA HEALTH AUTHORITY - NUTRITION AND FOOD SERVICES,Eating Establishment,Issued,DARTMOUTH
496,Holiday Inn Express & Suites Halifax-Bedford,Eating Establishment,Issued,HALIFAX
497,PAVIA ESPRESSOBAR CAFE SPRING GARDEN ROAD,Eating Establishment,Issued,HALIFAX
498,PAVIA GALLERY - ESPRESSO BAR CAFE,Eating Establishment,Issued,HALIFAX
499,SCOTIABANK CENTRE - HALIFAX POPCORN (EAST),Eating Establishment,Issued,HALIFAX
500,SCOTIABANK CENTRE - HALIFAX SANDWICH,Eating Establishment,Issued,HALIFAX
501,SCOTIABANK CENTRE - HALIFAX FRESH,Eating Establishment,Issued,HALIFAX
502,ROBIE STREET SUBWAY,Eating Establishment,Issued,HALIFAX
503,SCOTIABANK CENTRE - HALIFAX LINKS (EAST),Eating Establishment,Issued,HALIFAX
504,SCOTIABANK CENTRE - HALIFAX BBQ (EAST),Eating Establishment,Issued,HALIFAX
505,SCOTIABANK CENTRE - PIZZA (EAST),Eating Establishment,Issued,HALIFAX
506,SCOTIABANK CENTRE - GRILL (EAST),Eating Establishment,Issued,HALIFAX
507,SCOTIABANK CENTRE - POUTINE (NORTH),Eating Establishment,Issued,HALIFAX
508,SCOTIABANK CENTRE - HALIFAX BBQ (WEST),Eating Establishment,Issued,HALIFAX
509,SCOTIABANK CENTRE - HALIFAX LINKS (WEST),Eating Establishment,Issued,HALIFAX
510,SCOTIABANK CENTRE - HALIFAX POPCORN (WEST),Eating Establishment,Issued,HALIFAX
511,SCOTIABANK CENTRE - HALIFAX FRIES,Eating Establishment,Issued,HALIFAX
512,SCOTIABANK CENTRE - PIZZA (WEST),Eating Establishment,Issued,HALIFAX
513,SCOTIABANK CENTRE - GRILL (WEST),Eating Establishment,Issued,HALIFAX
514,SCOTIABANK CENTRE - SUITE KITCHEN (5TH FLOOR),Eating Establishment,Issued,HALIFAX
515,SCOTIABANK CENTRE - SUITE KITCHEN (4TH FLOOR),Eating Establishment,Issued,HALIFAX
516,SCOTIABANK CENTRE - MAIN KITCHEN - MEZZANINE,Eating Establishment,Issued,HALIFAX
517,COMFORT INN,Eating Establishment,Issued,HALIFAX
518,9+NINE CHINESE CUISINE,Eating Establishment,Issued,HALIFAX
519,GLITTER BEAN CAFE,Eating Establishment,Issued,HALIFAX
520,PURCELL'S COVE SOCIAL CLUB,Eating Establishment,Issued,HALIFAX
521,OLD PORT PUB & GRILL,Eating Establishment,Issued,DARTMOUTH
522,OCO MART,Eating Establishment,Issued,HALIFAX
523,WINDSOR STREET CHILDCARE CENTRE,Eating Establishment,Issued,HALIFAX
524,CHA BAA THAI RESTAURANT,Eating Establishment,Issued,HALIFAX
525,Cha Baa Thai Restaurant - Dartmouth,Eating Establishment,Issued,DARTMOUTH
526,FAIRVIEW UNITED FAMILY RESOURCE CENTRE,Eating Establishment,Issued,HALIFAX
527,SALVATORES PIZZAIOLO TRATTORIA,Eating Establishment,Issued,HALIFAX
528,TIM HORTONS,Eating Establishment,Issued,DARTMOUTH
529,ALEXANDRA'S PIZZA,Eating Establishment,Issued,DARTMOUTH
530,COSTCO WHOLESALE,Eating Establishment,Issued,HALIFAX
531,ROCK BOTTOM RESTAURANT AND BREWERY (THE),Eating Establishment,Issued,HALIFAX
532,YOUR FATHERS MOUSTACHE,Eating Establishment,Issued,HALIFAX
533,COMMONS INN,Eating Establishment,Issued,HALIFAX
534,HEARTWOOD HYDROSTONE,Eating Establishment,Issued,HALIFAX
535,COWIE HILL CHILD CARE CENTRE,Eating Establishment,Issued,HALIFAX
536,IL TRULLO,Eating Establishment,Issued,DARTMOUTH
537,DAIRY BAR (BY MANUAL CO.),Eating Establishment,Issued,HALIFAX
538,CHA BAA THAI RESTAURANT #4,Eating Establishment,Issued,HALIFAX
539,Sweet Hereafter Cheesecakery,Eating Establishment,Issued,HALIFAX
540,Wired Monk Coffee Bistro,Eating Establishment,Issued,HALIFAX
541,RED ASIAN FUSION RESTAURANT,Eating Establishment,Issued,HALIFAX
542,CHATEAU BEDFORD HOTEL & SUITES,Eating Establishment,Issued,HALIFAX
543,CREPE CREPE CAFFE,Eating Establishment,Issued,HALIFAX
544,SOBEYS #574,Eating Establishment,Issued,HALIFAX
545,QE II VICTORIA GENERAL (SURGICAL SWEET - 11TH FLOOR),Eating Establishment,Issued,HALIFAX
546,TART & SOUL CAFE,Eating Establishment,Issued,HALIFAX
547,SEAMUS DAVID'S PUB INC.,Eating Establishment,Issued,DARTMOUTH
548,WOK BOX,Eating Establishment,Issued,HALIFAX
549,CAFE MARCO POLO,Eating Establishment,Issued,DARTMOUTH
550,ROBERTS PIZZERIA AND DONAIR,Eating Establishment,Issued,DARTMOUTH
551,ALADDIN CAFE,Eating Establishment,Issued,HALIFAX
552,UNCHAINED KITCHEN,Eating Establishment,Issued,HALIFAX
553,JACK ASTORS BAR & GRILL,Eating Establishment,Issued,HALIFAX
554,JACK ASTOR'S BAR AND GRILL,Eating Establishment,Issued,DARTMOUTH
555,ROADSIDE CHINESE CUISINE,Eating Establishment,Issued,HALIFAX
556,PERFECT POUR PUB (THE),Eating Establishment,Issued,DARTMOUTH
557,GOTTINGEN FOOD/ BIG AL'S PIZZA,Eating Establishment,Issued,HALIFAX
558,DARTMOUTH YACHT CLUB,Eating Establishment,Issued,DARTMOUTH
559,LOCKHEED MARTIN CANADA-BROWN'S CAFETERIA,Eating Establishment,Issued,DARTMOUTH
560,NSCC-IVANY CAMPUS-3RD FLOOR COFFEE SHOP #77233,Eating Establishment,Issued,DARTMOUTH
561,NSCC - WATERFRONT CAMPUS #77233,Eating Establishment,Issued,DARTMOUTH
562,NSCC - INSTITUTE OF TECHNOLOGY CAMPUS #77231,Eating Establishment,Issued,HALIFAX
563,ADP CANADA #73424,Eating Establishment,Issued,DARTMOUTH
564,HALIFAX REGIONAL SCHOOL BOARD ADMIN OFFICE #73417,Eating Establishment,Issued,DARTMOUTH
565,TIM HORTONS (DALHOUSIE STUDENT UNION BLD) #72901,Eating Establishment,Issued,HALIFAX
566,DALHOUSIE STUDENT UNION #72901,Eating Establishment,Issued,HALIFAX
567,HOPYARD HALIFAX INC,Eating Establishment,Issued,HALIFAX
568,UNIVERSITY OF KING'S COLLEGE #72302,Eating Establishment,Issued,HALIFAX
569,PRIMAL KITCHEN,Eating Establishment,Issued,HALIFAX
570,CITADEL HIGH SCHOOL #71573,Eating Establishment,Issued,HALIFAX
571,JL ILSLEY HIGH #71552,Eating Establishment,Issued,HALIFAX
572,LE PETIT VOILIER - BEAUBASSIN,Eating Establishment,Issued,HALIFAX
573,REHAB CAFE (NEW LEAF),Eating Establishment,Issued,HALIFAX
574,NEW LEAF ENTERPRISES,Eating Establishment,Issued,DARTMOUTH
575,NEW LEAF CAFE (O'REGAN'S TOYOTA),Eating Establishment,Issued,HALIFAX
576,MAMA GRATTIS/FOUNDERS PRESS FRESH COFFEE,Eating Establishment,Issued,HALIFAX
577,PETER'S PIZZERIA,Eating Establishment,Issued,HALIFAX
578,Fan's Restaurant,Eating Establishment,Issued,DARTMOUTH
579,REVANA PIZZA,Eating Establishment,Issued,DARTMOUTH
580,HAPPY GARDEN CHINESE RESTAURANT,Eating Establishment,Issued,HALIFAX
581,Patient Food Distribution (VG Site),Eating Establishment,Issued,HALIFAX
582,DARTMOUTH HIGH SCHOOL #71468,Eating Establishment,Issued,DARTMOUTH
583,HALIFAX WEST HIGH SCHOOL #71465,Eating Establishment,Issued,HALIFAX
584,PORTLAND ESTATES ELEMENTARY #71444,Eating Establishment,Issued,DARTMOUTH
585,LA GARDERIE LE PETIT VOILIER DU CARREFOUR/Pavillion,Eating Establishment,Issued,DARTMOUTH
586,DALHOUSIE UNIVERSITY GRAWOOD LOUNGE,Eating Establishment,Issued,HALIFAX
587,ATLANTIC PROVINCES SPECIAL ED. AUTHORITY #70405,Eating Establishment,Issued,HALIFAX
588,ASHBURN GOLF CLUB,Eating Establishment,Issued,HALIFAX
589,KING OF DONAIR,Eating Establishment,Issued,DARTMOUTH
590,KING OF DONAIR AND PIZZA,Eating Establishment,Issued,HALIFAX
591,MAY GARDEN CHINESE RESTAURANT (829 SACKVILLE DRIVE,Eating Establishment,Issued,HALIFAX
592,SCOTIABANK CENTRE - DONAIR,Eating Establishment,Issued,HALIFAX
593,BAYERS WESTWOOD DAY CARE CENTRE,Eating Establishment,Issued,HALIFAX
594,COASTAL INN,Eating Establishment,Issued,DARTMOUTH
595,BAP HOUSE KOREAN KITCHEN,Eating Establishment,Issued,HALIFAX
596,LOT SIX RESTAURANT AND OYSTER BAR,Eating Establishment,Issued,HALIFAX
597,TIM HORTONS,Eating Establishment,Issued,HALIFAX
598,"TIM HORTONS ""HALIFAX SHOPPING CENTER""",Eating Establishment,Issued,HALIFAX
599,TIM HORTONS,Eating Establishment,Issued,HALIFAX
600,TIM HORTONS,Eating Establishment,Issued,HALIFAX
601,BANOOK CANOE CLUB,Eating Establishment,Issued,DARTMOUTH
602,PINE HOUSE HOLDING,Eating Establishment,Issued,HALIFAX
603,SEOUL RESTAURANT,Eating Establishment,Issued,HALIFAX
604,COSTCO WHOLESALE,Eating Establishment,Issued,DARTMOUTH
605,SICILIAN PIZZA,Eating Establishment,Issued,HALIFAX
606,SICILIAN PIZZA,Eating Establishment,Issued,HALIFAX
607,TIM HORTONS,Eating Establishment,Issued,HALIFAX
608,TIM HORTONS,Eating Establishment,Issued,HALIFAX
609,TIM HORTONS,Eating Establishment,Issued,DARTMOUTH
610,TIM HORTONS (FERRY TERMINAL),Eating Establishment,Issued,DARTMOUTH
611,PANADA PIZZA,Eating Establishment,Issued,DARTMOUTH
612,ATRIUM CAFE,Eating Establishment,Issued,HALIFAX
613,TIM HORTONS/TO GO - SMU,Eating Establishment,Issued,HALIFAX
614,SUB FOOD COURT (SMU),Eating Establishment,Issued,HALIFAX
615,FACULTY LOUNGE/WINDOW,Eating Establishment,Issued,HALIFAX
616,DOCKSIDE FOOD COURT (ARAMARK),Eating Establishment,Issued,HALIFAX
617,ANNA'S CAFE AND GRILL,Eating Establishment,Issued,HALIFAX
618,PORT WALLIS UNITED CHURCH,Eating Establishment,Issued,DARTMOUTH
619,METRO PIZZA,Eating Establishment,Issued,HALIFAX
620,SILVER DRAGON RESTAURANT,Eating Establishment,Issued,HALIFAX
621,GRILL WORKS / LIFE SCIENCES BLDG.,Eating Establishment,Issued,HALIFAX
622,TIM HORTONS  LIFE SCIENCES BLDG.,Eating Establishment,Issued,HALIFAX
623,DALHOUSIE O'BRIEN HALL CAFETERIA,Eating Establishment,Issued,HALIFAX
624,STARBUCKS @TUPPER BUILDING,Eating Establishment,Issued,HALIFAX
625,SUBWAY - DALHOUSIE,Eating Establishment,Issued,HALIFAX
626,DALHOUSIE UNIVERSITY SHERRIFF HALL CAFETERIA,Eating Establishment,Issued,HALIFAX
627,RISLEY HALL - ARAMARK,Eating Establishment,Issued,HALIFAX
628,HOWE HALL DALHOUSIE UNIVERSITY,Eating Establishment,Issued,HALIFAX
629,"FILLINGS COFFEE SHOP (DENTAL BLDG, DALHOUSIE)",Eating Establishment,Issued,HALIFAX
630,LA TRATTORIA,Eating Establishment,Issued,HALIFAX
631,TOPIO'S,Eating Establishment,Issued,HALIFAX
632,Duck Duck Goose Children's Centre,Eating Establishment,Issued,DARTMOUTH
633,"SECOND CUP (Killam Library, Dal. University)",Eating Establishment,Issued,HALIFAX
634,DUCK DUCK GOOSE CHILDREN'S CENTRE,Eating Establishment,Issued,DARTMOUTH
635,GERMAN SCHNITZEL BISTRO,Eating Establishment,Issued,DARTMOUTH
636,DAVE'S LOBSTER,Eating Establishment,Issued,HALIFAX
637,LITTLE CAESAR'S PIZZA,Eating Establishment,Issued,DARTMOUTH
638,DAIRY QUEEN,Eating Establishment,Issued,HALIFAX
639,HOBSON LAKE CAFE,Eating Establishment,Issued,HALIFAX
640,LITTLE CAESARS PIZZA,Eating Establishment,Issued,HALIFAX
641,PITCH & PIVOT SOCIAL ROOM,Eating Establishment,Issued,DARTMOUTH
642,SPLIT CROW,Eating Establishment,Issued,HALIFAX
643,DARTMOUTH NORTH COMMUNITY CENTRE,Eating Establishment,Issued,DARTMOUTH
644,KRAVE BURGER,Eating Establishment,Issued,HALIFAX
645,VERO PIZZERIA DARTMOUTH LIMITED,Eating Establishment,Issued,DARTMOUTH
646,LOONG 7 RESTAURANT,Eating Establishment,Issued,HALIFAX
647,ARBORSTONE ENHANCED CARE,Eating Establishment,Issued,HALIFAX
648,Caritas Residence,Eating Establishment,Issued,HALIFAX
649,STAYNERS WHARF PUB AND GRILL,Eating Establishment,Issued,HALIFAX
650,WILLY'S FRESH CUT FRIES & BURGERS,Eating Establishment,Issued,HALIFAX
651,PARKLAND AT THE GARDENS,Eating Establishment,Issued,HALIFAX
652,DRUMMOND HALL,Eating Establishment,Issued,HALIFAX
653,PARKLAND ESTATES (Aberdeen & Bradford Hall),Eating Establishment,Issued,HALIFAX
654,CAMERON HALL,Eating Establishment,Issued,HALIFAX
655,PARKLAND AT THE LAKES,Eating Establishment,Issued,DARTMOUTH
656,"Parkland at the Lakes, GLASGOW HALL",Eating Establishment,Issued,DARTMOUTH
657,PARKSTONE ENHANCED CARE (SHANNEX),Eating Establishment,Issued,HALIFAX
658,MAPLESTONE ENHANCED CARE,Eating Establishment,Issued,HALIFAX
659,"LOADED LADLE, THE",Eating Establishment,Issued,HALIFAX
660,ST. LOUIS BAR & GRILL,Eating Establishment,Issued,DARTMOUTH
661,VIDEO TONIGHT AND PIZZA,Eating Establishment,Issued,DARTMOUTH
662,ASTER CAFA,Eating Establishment,Issued,HALIFAX
663,CASTELLO CAFE,Eating Establishment,Issued,HALIFAX
664,BATTERY PARK BEER BAR AND EATERY,Eating Establishment,Issued,DARTMOUTH
665,TRULY TASTY,Eating Establishment,Issued,HALIFAX
666,WILD LEEK FOOD & JUICE BAR INC,Eating Establishment,Issued,HALIFAX
667,PITA PIT,Eating Establishment,Issued,HALIFAX
668,SUBWAY,Eating Establishment,Issued,HALIFAX
669,ST. ANTHONY'S PARISH HALL,Eating Establishment,Issued,DARTMOUTH
670,PIZZATOWN,Eating Establishment,Issued,DARTMOUTH
671,CERTAINLY CINNAMON CATERING KITCHEN,Eating Establishment,Issued,HALIFAX
672,BK KOREAN FOOD LTD,Eating Establishment,Issued,HALIFAX
673,MONTANAS COOKHOUSE AND BAR,Eating Establishment,Issued,HALIFAX
674,MONTANA'S COOKHOUSE,Eating Establishment,Issued,DARTMOUTH
675,DILLY DALLY EATS,Eating Establishment,Issued,HALIFAX
676,SALVATION ARMY HALIFAX CITADEL COMMUNITY CHURCH,Eating Establishment,Issued,HALIFAX
677,CIRCLE K #2064,Eating Establishment,Issued,HALIFAX
678,CORNER STORE #2512,Eating Establishment,Issued,DARTMOUTH
679,MAPPATURA BISTRO,Eating Establishment,Issued,HALIFAX
680,BURRITO JAX HALIFAX,Eating Establishment,Issued,HALIFAX
681,SUBMARINE (THE),Eating Establishment,Issued,HALIFAX
682,MY DREAM CHEESECAKE CAFE,Eating Establishment,Issued,HALIFAX
683,WOODEN MONKEY DARTMOUTH (THE),Eating Establishment,Issued,DARTMOUTH
684,WOODEN MONKEY (THE),Eating Establishment,Issued,HALIFAX
685,ELIOT & VINE RESTAURANT,Eating Establishment,Issued,HALIFAX
686,A TASTE OF THE EAST,Eating Establishment,Issued,HALIFAX
687,Leo's Pizzeria,Eating Establishment,Issued,DARTMOUTH
688,FREDIE'S FANTASTIC FISHHOUSE,Eating Establishment,Issued,HALIFAX
689,MARY BROWN'S CHICKEN,Eating Establishment,Issued,HALIFAX
690,BIRD'S NEST CAFE (THE),Eating Establishment,Issued,HALIFAX
691,ATHENS RESTAURANT,Eating Establishment,Issued,HALIFAX
692,LE FRENCH FIX PATTISSERIE,Eating Establishment,Issued,HALIFAX
693,INDOCHINE BANHI MI,Eating Establishment,Issued,HALIFAX
694,LE BISTRO BY LIZ,Eating Establishment,Issued,HALIFAX
695,HALIFAX BREAD FACTORY,Eating Establishment,Issued,DARTMOUTH
696,CHEELIN RESTAURANT,Eating Establishment,Issued,HALIFAX
697,Tomaso's Pizzeria,Eating Establishment,Issued,HALIFAX
698,TIN PAN ALLEY,Eating Establishment,Issued,HALIFAX
699,JAMAICA LEE STYLE CUISINE,Eating Establishment,Issued,DARTMOUTH
700,JULIENNE'S RESTAURANT AND CATERING,Eating Establishment,Issued,HALIFAX
701,BROTHER KHURSHID'S HALAL SHACK,Eating Establishment,Issued,HALIFAX
702,BIRD'S NEST CAFE - BARRINGTON,Eating Establishment,Issued,HALIFAX
703,HENRY HOUSE,Eating Establishment,Issued,HALIFAX
704,JESSY'S PIZZA,Eating Establishment,Issued,DARTMOUTH
705,SMOKEYS RESTAURANT,Eating Establishment,Issued,DARTMOUTH
706,HOP SING RESTAURANT,Eating Establishment,Issued,HALIFAX
707,SAINT THERESA'S CHURCH,Eating Establishment,Issued,HALIFAX
708,DA MAURIZIO DINING ROOM,Eating Establishment,Issued,HALIFAX
709,MOTHER'S PIZZA,Eating Establishment,Issued,HALIFAX
710,ALEXANDRA'S PIZZA,Eating Establishment,Issued,HALIFAX
711,TAREKS CAFE,Eating Establishment,Issued,HALIFAX
712,BITTER END (THE),Eating Establishment,Issued,HALIFAX
713,ZEN CHINESE CUISINE,Eating Establishment,Issued,HALIFAX
714,BIRDIES BREAD CO.,Eating Establishment,Issued,DARTMOUTH
715,KEG (THE) (DARTMOUTH CROSSING),Eating Establishment,Issued,DARTMOUTH
716,2 DOORS DOWN FOOD & WINE,Eating Establishment,Issued,HALIFAX
717,CHIVES CANADIAN BISTRO,Eating Establishment,Issued,HALIFAX
718,CHEELIN EXPRESS - SEAPORT MARKET,Eating Establishment,Issued,HALIFAX
719,MY SONS PUB AND GRILL LTD,Eating Establishment,Issued,DARTMOUTH
720,CAINYN CATERING (AUBURN DRIVE),Eating Establishment,Issued,DARTMOUTH
721,SHIVANI'S KITCHEN - HALIFAX SEAPORT MARKET,Eating Establishment,Issued,HALIFAX
